word,answer
to employ,emplear
to surprise,sorprender
to enjoy,disfrutar
"to sound, ring",sonar
"to propose, present",plantear
"to test, prove, try",probar
to travel,recorrer
to find [out],hallar
"to possess, own",poseer
"to declare, testify",declarar
to smile,sonreír
"to notice, warn",advertir
"to mark, note, dial",marcar
to control,controlar
"to lead, drive",conducir
"to hold, take, catch",coger
"to conserve, preserve",conservar
"to take away, retire",retirar
"to serve, attend to",atender
to add,añadir
"to prevent, hinder",impedir
"to determine, decide",determinar
"to convince, persuade",convencer
to define,definir
to organize,organizar
to sign,firmar
"to fight, wrestle",luchar
to lend,prestar
to insist on,insistir
to drink,beber
"to mention, cite",mencionar
to protect,proteger
to contemplate,contemplar
to install,instalar
to last,durar
to consist of,consistir
to analyze,analizar
"to recuperate, recover",recuperar
"to hide, conceal",esconder
"to introduce, bring in",introducir
to hit,pegar
to charge (money),cobrar
"to express, show",manifestar
"to transform, change",transformar
to balance,equilibrar
"to jump, leap, hop",saltar
"to drive, handle",manejar
"to put in order, organize",ordenar
to fit (into),caber
to respect,respetar
to entrust,encargar
"to conclude, finish",concluir
to attend,asistir
to be very pleasing to,encantar
"to assume, take on",asumir
"to compose, be part of",componer
"to deserve, be worthy of",merecer
"to reveal, disclose",revelar
to reflect,reflejar
"to expound, expose",exponer
to relate,relacionar
"to dominate, master",dominar
to find out,enterar
"to practice, exercise",ejercer
"to situate, place, locate",situar
"to tend to, lay out",tender
to recommend,recomendar
"to overcome, surpass",superar
to identify,identificar
to pass (a test) approve,aprobar
"to incorporate, include",incorporar
"to drag, pull",arrastrar
to be accustomed to,acostumbrar
"to eliminate, exclude",eliminar
to be sufficient,bastar
to dream,soñar
"to implicate, imply",implicar
to describe,describir
to communicate,comunicar
"to rob, steal",robar
"to destroy, ruin",destruir
"to found, base",fundar
to fear,temer
"to solicit, request",solicitar
to contribute,contribuir
to wrap,envolver
"to verify, prove",comprobar
to reject,rechazar
"to load, carry",cargar
"to integrate, fit in",integrar
"to argue, discuss",discutir
to confirm,confirmar
"to transmit, broadcast",transmitir
"to fix, arrange",arreglar
"to point, note, aim",apuntar
to cross,atravesar
to dance,bailar
to paint,pintar
to say goodbye (to]) dismiss,despedir
"to provide, contribute",aportar
to adopt,adoptar
"to hit, strike",golpear
"to call, name",denominar
"to flee, run away",huir
to require,requerir
to limit,limitar
"to bother, disturb, upset",molestar
to supply,proporcionar
to divide,dividir
"to go, leave, march",marchar
to subject,someter
to commit,cometer
to distinguish,distinguir
"to rotate, revolve",girar
to give (as a gift),regalar
to interpret,interpretar
"to overcome, conquer",vencer
"to return, give back",devolver
to thank for,agradecer
to turn on,encender
"to start [machine], uproot",arrancar
"to cite, quote",citar
"to name, appoint",nombrar
"to ride, mount, assemble",montar
"to add up, amount to",sumar
"to attend, go to, frequent",acudir
to dare,atrever
to promise,prometer
"to elevate, raise",elevar
to fly,volar
to admit,admitir
to [have] doubt,dudar
to attack,atacar
"to clarify, clear up",aclarar
"to forgive, excuse",perdonar
"to endure,",soportar
"to release, loosen, let out",soltar
to attract,atraer
to be/make quiet,callar
"to sink, submerge",hundir
"to move, transfer",trasladar
"to emit, give off",emitir
"to invent, make up",inventar
"to think, be of the opinion",opinar
to intervene,intervenir
"to persecute, pursue, chase",perseguir
"to coincide, agree",coincidir
"to record, engrave",grabar
"to delay, take long",tardar
"to move away, separate",apartar
to mix,mezclar
to investigate,investigar
"to greet, say hello",saludar
"to perceive, notice",percibir
"to join, deposit, admit",ingresar
to kiss,besar
to practice,practicar
to compare,comparar
to promote,promover
"to register, record",registrar
"to proceed, start",proceder
"to life, raise",alzar
to guarantee,garantizar
"to grasp, catch",agarrar
to hurt,doler
to cheer up,animar
to confuse,confundir
"to prohibit, forbid",prohibir
to hide,ocultar
to burn,quemar
to interrupt,interrumpir
"to trust, confide",confiar
to offer,brindar
to modify,modificar
to facilitate,facilitar
to shut (in),encerrar
to hang (up),colgar
to be unaware,ignorar
to wash,lavar
to (have) influence,influir
"to suggest, hint at",sugerir
"to experience, experiment",experimentar
"to hug, embrace",abrazar
to be wrong,equivocar
"to confess, admit",confesar
to enjoy,gozar
to accuse,acusar
to clean,limpiar
to deprive (of),privar
"to resist, endure",resistir
"to go for a walk, ride",pasear
"to check, revise, inspect",revisar
"to decrease, diminish",disminuir
to rest,descansar
"to estimate, hold in esteem",estimar
to breathe,respirar
"to find, locate",ubicar
"to squeeze, tighten, compress",apretar
"to consent, agree, accede",acceder
to operate,operar
"to change, vary",variar
"to give, grant, award",otorgar
"to turn off, extinguish",apagar
to consult,consultar
to fall in love,enamorar
"to demand, require",reclamar
to threaten,amenazar
to put/go to bed,acostar
"to throw, fling",arrojar
"to push, promote, drive",impulsar
"to appear, represent",figurar
"to consume, take in",consumir
"to appear, show, stick out",asomar
to appreciate,apreciar
to vote,votar
"to be agreeable, be convenient",convenir
"to push, shove",empujar
"to assign, appoint",destinar
to criticize,criticar
"to characterize, portray",caracterizar
"to converse, talk",conversar
"to feed, support",alimentar
"to arm, put together",armar
to spend (money),gastar
"to endure, put up with",aguantar
to denounce,denunciar
to smoke,fumar
to descend,descender
"to execute, carry out",ejecutar
"to bow, tilt, incline",inclinar
"to stroke, fondle, caress",acariciar
"to justify, excuse",justificar
"to substitute, replace",sustituir
to conform,conformar
"to survive, outlive",sobrevivir
"to fight, struggle",pelear
to choose,escoger
to concern,respectar
to manufacture,fabricar
to complain,quejar
"to try, seek",procurar
to show off] shine,lucir
"to calculate, figure out",calcular
to smell,oler
"to grant, concede",conceder
"to give way, yield",ceder
"to tremble, shake",temblar
to combine,combinar
"to convict, condemn",condenar
"to free, liberate",liberar
"to connect, plug in",conectar
"to trick, deceive",engañar
to bring together,juntar
"to make, develop",elaborar
to pronounce,pronunciar
to judge,juzgar
to complete,completar
"to design, develop",diseñar
"to convene, summon",convocar
to move forward,adelantar
to increase,incrementar
"to carry out, cause to happen",efectuar
"to favor, help",favorecer
to translate,traducir
to erase,borrar
to be without,carecer
"to invade, overcome",invadir
to oppose,oponer
"to enlarge, increase, expand",ampliar
to concentrate,concentrar
to give in,rendir
to render,rendir
"to give up, renounce",renunciar
to admire,admirar
to shoot (at),disparar
"to swear, take an oath",jurar
to derive,derivar
"to amuse, entertain",divertir
to govern,gobernar
"to shine, twinkle, be outstanding",brillar
"to accumulate, amass",acumular
to rain,llover
to invest,invertir
"to hire, contract",contratar
"to carry out, fulfill",desempeñar
"to divide, deliver, distribute",repartir
"to not know, not recognize",desconocer
"to frighten, scare",asustar
to suffer,padecer
"to penetrate, come in",penetrar
"to inspire, inhale",inspirar
to adapt,adaptar
"to shake, move",agitar
"to end, finalize",finalizar
"to pray, recite",rezar
to hate,odiar
"to grade, rate, qualify",calificar
"to center, focus, base on",centrar
to detect,detectar
"to cultivate, produce",cultivar
"to guess, solve",adivinar
"to occur, take place",transcurrir
to inhabit,habitar
"to collaborate, work together",colaborar
"to extract, take out",extraer
to value,valorar
"to draw, sketch",dibujar
"to undertake, embark on",emprender
"to shake, jolt",sacudir
"to reproduce, repeat",reproducir
to dry,secar
to compromise,comprometer
to be/make happy,alegrar
"to distribute, deliver",distribuir
to resort to,recurrir
"to do exactly, specify",precisar
"to solve, settle",solucionar
"to extend, prolong",prolongar
to react,reaccionar
to bury,enterrar
"to dictate, announce",dictar
"to detach, release, remove",desprender
"to murmur, whisper, mutter",murmurar
to project,proyectar
"to exhaust, wear out, run out",agotar
"to turn on, apprehend",prender
"to bathe, take a bath",bañar
"to encompass, comprise",abarcar
"to take revenge, avenge",vengar
"to correct, rectify",corregir
"to suspend, hang, fail",suspender
"to fail, miss",fallar
"to conceive, understand",concebir
to nail,clavar
to fight against,combatir
to select,seleccionar
"to circulate, go around, flow",circular
to satisfy,satisfacer
"to come from, be from",provenir
"to alter, modify",alterar
"to transport, carry",transportar
"to break out, explode, start",estallar
"to conquer, win [over]",conquistar
to obey,obedecer
to be/make comfortable,acomodar
"to be too much, left over",sobrar
"to guide, lead, steer",guiar
"to locate, find, localize",localizar
"to explode, exploit",explotar
"to expel, throw out",expulsar
"to inform, announce",avisar
to step on,pisar
to cure,curar
"to bend, turn",doblar
"to trap, catch",atrapar
"to ascend, be promoted",ascender
"to suspect, suppose",sospechar
"to cease, stop",cesar
"to regulate, adjust",regular
"to board, get in/on",abordar
to punish,castigar
to swallow,tragar
to [tell a] lie,mentir
to pass away,fallecer
to regret,lamentar
"to replace, move, shift",desplazar
to benefit,beneficiar
"to complicate, make difficult",complicar
to spread [out],difundir
"to aspire, want",aspirar
"to evaluate, assess",evaluar
"to violate, trespass, rape",violar
"to warm, heat",calentar
"to deposit, place, store",depositar
"to float, flutter",flotar
"to give rise to, cause",originar
"to head, lead off",encabezar
"to choose, opt for",optar
"to examine, inspect",examinar
"to reflect, consider on",reflexionar
"to differentiate, distinguish",diferenciar
"to murder, assassinate",asesinar
to replace,reemplazar
"to tire, annoy",cansar
"to capture, attract",captar
"to conenct, link, bind",vincular
"to inaugurate, start",inaugurar
"to unleash, unload",descargar
"to slide, glide, slip",deslizar
"to curse, insult",maldecir
"to consist of, comprise",constar
to force,forzar
"to protest, object",protestar
"to bring up, rear",criar
"to specialize, major in",especializar
"to undo, destroy, take apart",deshacer
"to defeat, beat",derrotar
"to assign, allocate",asignar
to educate,educar
"to foresee, anticipate, forecast",prever
to involve,involucrar
to obstruct,entrabar
to designate,designar
"to bite, sting, itch",picar
"to stimulate, encourage",estimular
"to illuminate, light up",iluminar
to exclaim,exclamar
to impress,impresionar
"to renew, renovate",renovar
"to f**k, screw (around/ up)",joder
"to annotate, jot, note",anotar
to sprout,brotar
"to feign, pretend",fingir
"to implore, pray, ask",rogar
"to come near, closer",aproximar
"to classify, sort, file",clasificar
to print,imprimir
"to adjust, tighten",ajustar
to compete,competir
to proclaim,proclamar
"to motivate, cause",motivar
to emphasize,resaltar
"to advise, counsel",aconsejar
"to cover, wrap",tapar
"to drown, choke, flood",ahogar
"to administer, manage",administrar
"to evolve, develop",evolucionar
"to watch over, guard",vigilar
to fortify,fortalecer
"to imitate, copy, mimic",imitar
"to exhibit, show off",exhibir
to bite,morder
to focus,enfocar
"to absorb, soak up",absorber
to multiply,multiplicar
to copy,copiar
"to crash into, collide with",chocar
"to tie, link, bind",ligar
"to roll, run, scatter",rodar
"to sow, plant",sembrar
"to miss, long for",extrañar
"to wager, bet",apostar
"to foster, promote, encourage",fomentar
"to welcome, accept",acoger
"to underline, highlight, emphasize",subrayar
"to calm, soothe, relieve",calmar
"to title, call",titular
"to stretch, strain",estirar
to question,cuestionar
"to negotiate with, deal with",negociar
"to continue, carry on",proseguir
"to investigate, find out",averiguar
"to wait for, await",aguardar
"to plan, program",programar
"to reside, live (in)",residir
"to rescue, save",rescatar
"to detail, itemize",detallar
to associate with,asociar
"to use for the first time, debut",estrenar
"to behave, carry",portar
"to edit, publish, release",editar
"to chat, talk",charlar
to finance,financiar
to attribute,atribuir
"to bore, tire",aburrir
"to populate, inhabit",poblar
to preside over,presidir
"to reinforce, strengthen",reforzar
to mock,burlar
to formulate,formular
"to endow, bestow",dotar
"to burn, glow",arder
to capture,capturar
to summarize,resumir
"to liberate, set free",librar
"to rule, govern, manage",regir
"to burst, puncture",reventar
"to reserve, book",reservar
"to tell, narrate",relatar
to cook,cocinar
"to brake, restrain",frenar
"to avoid, prevent",prevenir
to dine,cenar
to sigh,suspirar
"to worship, adore",adorar
"to keep, retain",retener
to provide,proveer
"to amaze, astound",asombrar
"to break, bend, weaken",quebrar
"to discard, reject, rule out",descartar
"to flatten, crush, smash",aplastar
"to dawn, become light",amanecer
to distract,distraer
to accelerate,acelerar
to flow,fluir
"to save (money, time)",ahorrar
to sacrifice,sacrificar
to plan,planear
"to devour, consume",devorar
"to lighten, relieve, comfort",aliviar
"to claim, sue",demandar
"to contract, shrink, abbreviate",contraer
"to narrate, tell",narrar
to go back,retroceder
to plant,plantar
"to trip, stumble",tropezar
to explore,explorar
to enrich,enriquecer
"to occasion, bring about",ocasionar
"to fail, be unsuccessful",fracasar
"to face, confront",afrontar
to fish,pescar
"to dispute, contest",disputar
"to reiterate, repeat",reiterar
"to rest, pose, land",posar
"to glimpse, guess",entrever
to consolidate,consolidar
"to argue, deduce",argumentar
to inherit,heredar
"to draw, trace",trazar
"to fill with enthusiasm, excite",entusiasmar
"to adorn, to decorate",adornar
"to deviate, divert, change",desviar
"to press, pressure",presionar
to ratify,ratificar
"to culminate, accomplish",culminar
to congratulate,felicitar
"to authorize, legalize",autorizar
"to unfold, deploy",desplegar
"to navigate, sail",navegar
"to disguise, hide, pretend",disimular
"to submerge, plunge",sumergir
"to generalize, popularize",generalizar
"to anger, annoy",enojar
"to fasten, attach, hold",sujetar
"to baptize, christen",bautizar
"to clap, applaud",aplaudir
"to edit, write, compose",redactar
to update,actualizar
"to return, give back",retornar
"to head for, guide",encaminar
to please,agradar
"to settle, establish, locate",asentar
to damage,dañar
to verify,verificar
"to be present at, witness",presenciar
"to wound, hurt",herir
"to entertain, amuse",entretener
"to transform, turn",tornar
"to store, keep",almacenar
to decorate,decorar
"to replace, restore",reponer
to dissolve,disolver
"to subtract, minimize",restar
to rip/break into pieces,destrozar
to triumph,triunfar
to [put in] group,agrupar
[se] to insist on,empeñar
"to delay, take time",demorar
"to untie, unleash, spark off",desatar
"to register, record",inscribir
"to bring, report",reportar
"to retake, restart",retomar
"to move, affect",conmover
"to entangle, ensnare",enredar
"to shake, tremble",estremecer
"to sew, weave",tejer
to slip,resbalar
"to flood, inundate",inundar
to offend,ofender
to date,datar
"to anticipate, advance",anticipar
"to complement, supplement",complementar
to blow [wind],soplar
"to move, change",mudar
to swim,nadar
to sweat,sudar
"to back, support, endorse",respaldar
to exaggerate,exagerar
to allude to,aludir
to interview,entrevistar
to fascinate,fascinar
"to lodge, harbor",albergar
"to stir, mix, scramble",revolver
to precede,preceder
to paralyze,paralizar
"to accent, stress",acentuar
"to repair, restore",reparar
to behave,comportar
"to consecrate, establish",consagrar
to go back to [time],remontar
"to risk, venture",arriesgar
to train,entrenar
to tie (up),atar
"to tolerate, put up with",tolerar
"to please, satisfy",complacer
"to make an effort, exert oneself",esforzar
"to frustrate, prevent",frustrar
"to scare, frighten",espantar
"to deepen, analyze in depth",profundizar
"to lie, be situated",radicar
"to move, make/get excited",emocionar
to climb,trepar
to reply,replicar
to touch (lightly),rozar
"to plunge, hurl, rush",precipitar
to endanger,perjudicar
"to materialize, fulfill",concretar
"to make wet, dampen",mojar
to lead to,inducir
"to favor, foster, aid",propiciar
"to rent, hire",alquilar
to coexist,convivir
to reconstruct,reconstruir
"to evoke, recall",evocar
"to exclude, reject",excluir
to give birth,parir
to be plentiful,abundar
"to talk, chat",platicar
"to compensate, make up for",compensar
to beat (an object),batir
"to hurry up, speed up",apresurar
to lean,recostar
"to activate, stimulate",activar
to watch over,velar
"to debate, discuss",debatir
to get right,acertar
to plan,planificar
to encourage,alentar
"to grasp, clutch",aferrar
"to emerge, surface",emerger
"to make up, comprise",configurar
"to wrinkle, crumple",arrugar
to boil,hervir
"to bless, thank",bendecir
"to turn over, turn around",voltear
"to reach, contact",contactar
"to reign, prevail",reinar
to improvise,improvisar
to sin,pecar
"to disguise, hide, conceal",disfrazar
to excuse,disculpar
to coordinate,coordinar
"to block, obstruct",bloquear
"to lead, head",liderar
oscillate,oscilar
"to despise, scorn",despreciar
"to madden, derange",enloquecer
to test,ensayar
"to snatch, grab",arrebatar
"to meditate, ponder",meditar
"to impart, administer",impartir
"to manage, handle",gestionar
to have the leading role in,protagonizar
to hunt,cazar
"to shed, pour out",derramar
"to straighten, raise",erguir
to exchange,intercambiar
"to endorse, subscribe",suscribir
"to frequent, visit",frecuentar
"to distinguish, perceive",divisar
to console,consolar
to suck,chupar
"to stand out, excel",sobresalir
"to sink, plunge",sumir
"to resound, ring, echo,",resonar
"to heal, cure",remediar
"to arouse, provoke",suscitar
to remit,remitir
to dye,teñir
"to insinuate, hint",insinuar
to preserve,preservar
to have lunch,almorzar
"to adjust, graduate",graduar
"to pour, spill, shed",verter
"to question, interrogate",interrogar
"to finish off, finish up",rematar
"to annul, cancel",anular
"to manipulate, handle",manipular
"to restore, reinstate",restaurar
"to vibrate, tremble",vibrar
to sew,coser
to implement,implementar
"to flower, bloom, flourish",florecer
"to deduce, infer",deducir
"to devise, design",idear
"to supply, provide",suministrar
"to weaken, debilitate",debilitar
to expand,expandir
"to water, irrigate",regar
to persist,persistir
"to plead, argue",alegar
"to seep, filter",filtrar
to be equivalent,equivaler
"to embarrass, shame",avergonzar
to betray,traicionar
"to whisper, murmur",susurrar
to get dark,oscurecer
export,exportar
"to rest, lie down",reposar
to remove,remover
"to involve, bring",conllevar
to irritate,irritar
"to resign, relinquish",resignar
"to pray, speak",orar
to assault,asaltar
"to turn/knock over, empty",volcar
to assimilate,asimilar
to calm down,tranquilizar
"to rot, decay",pudrir
"to suppress, delete",suprimir
"to recover, regain",recobrar
"to insult, berate",insultar
"to process, prosecute",procesar
to sense in advance,presentir
"sweep, clean out",barrer
"to knock down, demolish",derrumbar
"to hurt, damage",lastimar
"to speed up, hurry up",apurar
"to overflow, spill over",desbordar
"to repent, regret",arrepentir
"to flow, lead into",desembocar
"to splash, splatter",salpicar
"to sanction, penalize",sancionar
to resuscitate,resucitar
"to boast, show off, suppose",presumir
"to take shelter, give refuge",refugiar
to honor,honrar
"patrol, serenade",rondar
to cool,enfriar
"to melt, cast, smelt",fundir
to transfer,transferir
"to limit, restrict",restringir
"to emphasize, stress",enfatizar
to recite,recitar
"to review, revise",repasar
"to sentence, condemn",sentenciar
"to trim, cut off, clip",recortar
"to soak, drench",empapar
to take power,apoderar
to spit,escupir
to spy on,espiar
"to specify, itemize",especificar
"to contaminate, pollute",contaminar
to predominate,predominar
"introduce, implant",implantar
to neglect,descuidar
to preach,predicar
to emigrate,emigrar
"to isolate, insulate",aislar
"to roam, go by",transitar
"to run into, bump into",topar
to progress,progresar
to illustrate,ilustrar
"to adhere, attach",adherir
to embroider,bordar
to mobilize,movilizar
"to prove, verify",constatar
"to torture, torment",atormentar
"to rub, scrub",frotar
"to insert, fit well",encajar
to contrast,contrastar
to celebrate,festejar
"to drip, drain, trickle",escurrir
"to call upon, appeal to",apelar
"to twist, bend, distort",torcer
"to maintain, support",sustentar
to slip in,colar
"to mature, ripen",madurar
to freeze,congelar
"to embark, load",embarcar
"to pretend, simulate",simular
to abuse,abusar
"to empty, pour out",vaciar
"to let go, start out",largar
"to license, discharge",licenciar
to alternate,alternar
to beat (as in a heart),latir
to repress,reprimir
"to alert, warn",alertar
"to knock over, cast down",tumbar
to shrink,encoger
"to renew, resume",reanudar
"to moan, groan",gemir
to revive,revivir
"to defy, stand up to",desafiar
"to impregnate, permeate",impregnar
"to link, connect",enlazar
"to host, accommodate",alojar
"to confer, talk",dialogar
"to base, found",fundamentar
"to lie, be located",yacer
"to dilute, weaken",diluir
"to gather, accumulate",amontonar
"to deprive, rob",despojar
"to express, capture",plasmar
to perfect,perfeccionar
"harden, make hard",endurecer
to donate,donar
"to happen, come about",acontecer
"to excel, outperform",sobrepasar
to predict,predecir
"to unleash, unchain",desencadenar
to sense,intuir
"to re-establish, restore",restablecer
"to torture, torment",torturar
"to duck, bend down",agachar
to frame,enmarcar
"to portray, draw",retratar
"to infect, infest",contagiar
"to inspire, be passionate about",apasionar
to anger,indignar
"to tempt, entice",tentar
to decipher,descifrar
"to face, confront",encarar
"to strengthen, boost",potenciar
"to protect, shelter",amparar
to humiliate,humillar
"to condition, determine",condicionar
"to assent, agree",asentir
"to vacillate, hesitate",vacilar
"to attack, attempt, threaten",atentar
to differ,diferir
"to despair, lose hope",desesperar
"to crown, top",coronar
to cancel,cancelar
"to fade, dispel",desvanecer
"to go beyond, cross over",traspasar
to transcend,trascender
"to ruin, destroy",arruinar
"to extinguish, put out",extinguir
"to hinder, obstruct",dificultar
"to seal, stamp",sellar
to sharpen,afilar
"to double, duplicate",duplicar
to aggravate,agravar
"to tie, fasten",amarrar
"to influence, affect",incidir
"to scratch, scrape",rascar
"to clear up, unwrap",desenvolver
"to knock down, overthrow",derribar
to envy,envidiar
"to qualify, prepare",capacitar
to loosen,aflojar
"to age, grow old",envejecer
"to tighten, make closer",estrechar
"to dirty, crap",cagar
"to reform, renovate",reformar
"to beg,",suplicar
"to insert, put in",insertar
to wear [shoes],calzar
to become ill,enfermar
"to feel, touch, fondle",palpar
to invoke,invocar
"to press, beat, strike, throb",pulsar
"to coincide, concur, meet",concurrir
"to intone, sing, modulate",entonar
"to detach, take off [plane]",despegar
"to capture, catch",pillar
to confine,internar
to prevail,prevalecer
"to postulate, nominate",postular
to crash,estrellar
"to inform, become aware",percatar
to kneel,arrodillar
"to disperse, scatter, spread",dispersar
to alarm,alarmar
"to excel, exceed",exceder
to relax,relajar
to deteriorate,deteriorar
"to make uneasy, disturb",inquietar
"to crunch, creak",crujir
"to roam, wander",vagar
