"word";"answer"
"The student teaches for [instead of] the teacher";"El estudiante enseña por el profesor"
"He earns $500 per week";"Él gana quinientos dólares por semana"
"He receives $1,200 per month";"Recibe mil doscientos dólares por mes"
"Each day, I run for an hour";"Cada día, corro por una hora"
"Each night, I read for a half hour";"Cada noche, leo por media hora"
"She wants to study Spanish for two years";"Ella tiene ganas de estudiar el español por dos años"
"The child runs under the table";"El niño corre por debajo de la mesa"
"The cat jumps over the sofa";"El gato salta por encima del sofá"
"around here";"por acá, por aquí"
"around there";"por allá, por allí"
"for now";"por ahora"
"by chance";"por casualidad"
"usually";"por lo común"
"usually";"por costumbre"
"for example";"por ejemplo"
"therefore, for this reason";"por eso"
"please";"por favor"
"finally";"por fin"
"at least";"por lo menos"
"almost";"por poco"
"for the first time";"por primera vez"
"of course";"por supuesto"
"everywhere";"por todas partes"
"in the morning [imprecise time]";"por la mañana"
"in the afternoon";"por la tarde"
"in the evening";"por la noche"
"The gift is for her son";"El regalo es para su hijo"
"I have a question for her";"Tengo una pregunta para ella"
"I need the blouse for Friday";"Necesito la blusa para el viernes"
"I am going to travel for several months";"Voy a viajar por varios meses"
"She watches television for an hour";"Ella mira televisión por una hora"
"We sleep for eight hours every night";"Dormimos por ocho horas cada noche"
"We want a room for two persons for one night";"Queremos una habitación para dos personas por una noche"
"The train is leaving for Canada";"El tren sale para el Canadá"
"although";"aunque"
"the circus";"el circo"
"the colleague";"el colega"
"the limit";"el colmo"
"the rehearsal";"el ensayo"
"the tour";"la gira"
"to indicate";"indicar"
"the interest";"el interés"
"free [as in time]";"libre"
"the northeast";"el noreste"
"what is there to do";"qué hay que hacer"
"the place";"el sitio"
"single";"soltera"
"the ticket";"el tiquete"
"anyway";"de todos modos"
"the trapeze artist";"el trapecista"
"the box";"la caja"
"the post office";"el correo"
"the human rights";"los derechos humanos"
"the judge";"el/la juez"
"the law";"la ley"
"the news";"las noticias"
"the bus stop";"la parada"
"the film";"la película"
"the witness";"el/la testigo"
"the neighbor";"el vecino"
"the dawn";"el alba"
"the sky";"el cielo"
"the hill";"la colina"
"the desert";"el desierto"
"the star";"la estrella"
"the flood";"la inundación"
"the lake";"el lago"
"the rain";"la lluvia"
"the moon";"la luna"
"the dawn, early morning";"la madrugada"
"the tremor";"el temblor"
"the storm";"la tempestad"
"the earthquake";"el terremoto"
"the earth";"la tierra"
"the sea";"el mar"
"the mountains";"las montañas"
"the hill";"el monte"
"the snow";"la nieve"
"the clouds";"las nubes"
"the sunset";"el ocaso"
"the ocean";"el océano"
"the sunset";"la puesta del sol"
"the lightning";"el relámpago"
"the river";"el río"
"the sun";"el sol"
"the storm";"la tormenta"
"the thunder";"el trueno"
"the wind";"el viento"
"What's the weather like?";"¿Qué tiempo hace?"
"The weather is good";"Hace buen tiempo"
"The weather is bad";"Hace mal tiempo"
"It's hot";"Hace calor"
"It's cold";"Hace frío"
"It's cool";"Hace fresco"
"It's sunny";"Hace sol"
"It's windy";"Hace viento"
"The stars are out";"Hay estrellas"
"The moon is out";"Hay luna"
"It's foggy";"Hay neblina"
"It's cloudy";"Hay nubes"
"It's dusty";"Hay polvo"
"It's muddy";"Hay lodo"
"to look for";"buscar"
"to converse";"conversar"
"to discuss";"discutir"
"to pretend";"fingir"
"to function, to work";"funcionar"
"to call";"llamar"
"to send";"mandar"
"to greet";"saludar"
"the change";"el cambio"
"the computer";"la computadora"
"the answering machine";"la contestadora"
"e-mail";"el correo electrónico"
"the little room [-ito makes the room smaller]";"el cuartito"
"the deposit";"el depósito"
"the worker";"el empleado"
"the effort";"el esfuerzo"
"the space";"el espacio"
"the invoice, bill";"la factura"
"the printer";"la impresora"
"the boss";"el jefe"
"the fax machine";"la máquina de facsímile"
"the world";"el mundo"
"the news";"las noticias"
"the reason";"la razón"
"the voice";"la voz"
"impressive";"impresionante"
"dark";"oscuro"
"after all";"al fin y al cabo"
"face to face, in person";"cara a cara"
"he is only twenty steps away";"está a sólo veinte pasos"
"the day after tomorrow";"pasado mañana"
"I have a lot to do";"tengo mucho que hacer"
"all that is necessary";"todo lo necesario"
