"word";"answer"
"They earn enough money and they have enough work.";"Ellos ganan suficiente dinero y tienen bastante trabajo."
"both";"ambos"
"Spain and Portugal are beautiful.";"España y Portugal son bellos."
"The travelers are going to visit both countries.";"Los viajeros van a visitar ambos países."
"each";"cada"
"Each house has two bathrooms.";"Cada casa tiene dos baños."
"Each apartment has a kitchen.";"Cada apartamento tiene una cocina."
"several";"varios"
"Several restaurants serve tacos.";"Varios restaurantes sirven tacos."
"Several stores sell burritos.";"Varias tiendas venden burritos."
"some";"alguno"
"He is going to return some day.";"Él va a volver algún día."
"Is there some pharmacy nearby?";"¿Hay alguna farmacia cerca?"
"Some thoughts are good.";"Algunos pensamientos son buenos."
"Some ideas are bad.";"Algunas ideas son malas."
"other, another";"otro"
"He wants another car.";"Él quiere otro carro."
"She wants another house.";"Ella quiere otra casa."
"He has other difficult problems.";"Él tiene otros problemas difíciles."
"She is going to buy other things.";"Ella va a comprar otras cosas."
"all, every";"todo"
"She reads all day.";"Ella lee todo el día."
"Everyone [all the world] is here.";"Todo el mundo está aquí."
"I read all the information.";"Leo toda la información."
"He writes every day [all the days].";"Él escribe todos los días."
"She asks all the questions.";"Ella hace todas las preguntas."
"next";"próximo"
"We are going to travel next year.";"Vamos a viajar el próximo año."
"The next lesson is interesting.";"La próxima lección es interesante."
"What is going to happen in the next years and in the next generations?";"¿Qué va a pasar en los próximos años y en las próximas generaciones?"
"only";"único"
"Ricardo is the only Mexican here.";"Ricardo es el único mexicano aquí."
"She is the only Spaniard.";"Ella es la única española."
"last, final";"último"
"The last month of the year is December.";"El último mes del año es diciembre."
"Today is the last class of the semester.";"Hoy es la última clase del semestre."
"her former boyfriend [antiguo, before noun]";"su antiguo novio"
"an ancient civilization [antiguo, after noun]";"una civilización antigua"
"a certain day [cierto, before noun]";"cierto día"
"a sure thing [cierto, after noun]";"una cosa cierta"
"the great man [grande/gran, before noun]";"el gran hombre"
"the great woman [grande/gran, before noun]";"la gran mujer"
"the big man [grande, after noun]";"el hombre grande"
"the big woman [grande, after noun]";"la mujer grande"
"the poor, unfortunate little boy [pobre, before noun]";"el pobre niño"
"the poor man [without money] [pobre, after noun]";"el hombre pobre"
"the same book [mismo, before noun]";"el mismo libro"
"the same idea [mismo, before noun]";"la misma idea"
"the professor himself [mismo, after noun]";"el profesor mismo"
"the longtime friends [viejo, before noun]";"los viejos amigos"
"the old friends [in years] [viejo, after noun]";"los amigos viejos"
"more + adj + than";"más + adj + que"
"Julia is stronger than John.";"Julia es más fuerte que Juan."
"The magazine is more interesting than the book.";"La revista es más interesante que el libro."
"less + adj + than";"menos + adj + que"
"The book is less interesting than the magazine.";"El libro es menos interesante que la revista."
"The shirts are less expensive than the dresses.";"Las camisas son menos caras que los vestidos."
"as + adj + as";"tan + adj + como"
"These cakes are as sweet as those pastries.";"Estas tortas son tan dulces como esos pasteles."
"Is the dog as intelligent as the cat?";"¿Es el perro tan inteligente como el gato?"
"the most + adj + of [superlative]";"el (la) más + adj + de"
"the least + adj + of [superlative]";"el (la) menos + adj + de"
"Who is the strongest person in your family?";"¿Quién es la persona más fuerte de su familia?"
"Which is the least interesting class in the school?";"¿Cuál es la clase menos interesante de la escuela?"
"good";"bueno"
"better";"mejor"
"the best [sing]";"el mejor, la mejor"
"the best [pl]";"los mejores, las mejores"
"This cake is good.";"Esta torta es buena."
"The pastry that you have is better.";"El pastel que Ud. tiene es mejor."
"These desserts are the best of all.";"Estos postres son los mejores de todos."
"bad";"malo"
"worse";"peor"
"the worst [sing]";"el peor, la peor"
"the worst [pl]";"los peores, las peores"
"He is bad.";"Él es malo."
"She is worse.";"Ella es peor."
"She is the worst in her school.";"Ella es la peor de su escuela."
"young";"joven"
"younger [people only]";"menor"
"the youngest [sing, people only]";"el menor, la menor"
"the youngest [pl, people only]";"los menores, las menores"
"The child is young.";"El niño es joven."
"His brother is younger.";"Su hermano es menor."
"His sister is the youngest in their family.";"Su hermana es la menor de su familia."
"old";"viejo"
"older [people only]";"mayor"
"the oldest [sing, people only]";"el mayor, la mayor"
"the oldest [pl, people only]";"los mayores, las mayores"
"She is old.";"Ella es vieja."
"Her mother is older.";"Su madre es mayor."
"Her grandmother is the oldest of all.";"Su abuela es la mayor de todas."
"more + noun + than";"más + nombre + que"
"less + noun + than";"menos + nombre + que"
"I have more pencils than Maria.";"Tengo más lápices que María."
"She has fewer books than I.";"Ella tiene menos libros que yo."
"as much + noun + as, as many + noun + as";"tanto + nombre + como"
"He runs as many meters as his son.";"Él corre tantos metros como su hijo."
"She works as many hours as you.";"Ella trabaja tantas horas como Ud."
"Joe has as much music as Sarah.";"José tiene tanta música como Sara."
"He has as much hair as his uncle.";"Él tiene tanto pelo como su tío."
"more than [comparing verbs]";"más que"
"less than [comparing verbs]";"menos que"
"as much as [comparing verbs]";"tanto como"
"I study more than you.";"Yo estudio más que tú."
"You read less than I.";"Tú lees menos que yo."
"She learns as much as he.";"Ella aprende tanto como él."
"clear [adj]";"claro"
"clearly [adv]";"claramente"
"rapid [adj]";"rápido"
"rapidly [adv]";"rápidamente"
"slow [adj]";"lento"
"slowly [adv]";"lentamente"
"frank [adj]";"franco"
"frankly [adv]";"francamente"
"honest [adj]";"honesto"
"honestly [adv]";"honestamente"
"intimate [adj]";"íntimo"
"intimately [adv]";"íntimamente"
"last [adj]";"último"
"lastly [adv]";"últimamente"
"happy [adj]";"alegre"
"happily [adv]";"alegremente"
"happy [adj]";"feliz"
"happily [adv]";"felizmente"
"sad [adj]";"triste"
"sadly [adv]";"tristemente"
"easy [adj]";"fácil"
"easily [adv]";"fácilmente"
"frequent [adj]";"frecuente"
"frequently [adv]";"frecuentemente"
"He walks frequently and happily.";"Él camina frecuente y alegremente."
"He runs slowly and sadly.";"Él corre lenta y tristemente."
"I speak clearly and concisely.";"Hablo clara y concisamente."
"She lives calmly and freely.";"Ella vive tranquila y libremente."
"a lot [adv]";"mucho"
"so much [adv]";"tanto"
"a little bit [adv]";"poco"
"almost [adv]";"casi"
"more [adv]";"más"
"less [adv]";"menos"
"too much [adv]";"demasiado"
"well [adv]";"bien"
"badly [adv]";"mal"
"better [adv]";"mejor"
"worse [adv]";"peor"
"sometimes";"a veces"
"now";"ahora"
"right now";"ahora mismo"
"always";"siempre"
"still, yet; no, not yet";"todavía"
"already";"ya"
"no longer";"ya no"
"early";"temprano"
"late";"tarde"
"here, there [stationary]";"aquí, allí"
"here, there [with motion]";"acá, allá"
"nearby";"cerca"
"up, up there";"en lo alto"
"far off";"lejos"
"in front";"adelante"
"in back, at the bottom";"al fondo"
"in back";"atrás"
"up, upstairs";"arriba"
"down, downstairs";"abajo"
"inside";"adentro"
"outside";"afuera"
"to the right";"a la derecha"
"to the left";"a la izquierda"
"straight ahead";"derecho, recto"
"I already know that she is here.";"Ya sé que ella está aquí."
"He always does his homework well.";"Él siempre hace bien su tarea."
"The children cook a little bit.";"Los niños cocinan poco."
"Why don't you come here?";"¿Por qué no vienes acá?"
"María arrives early.";"María llega temprano."
"Her friend arrives late.";"Su amiga llega tarde."
"To the right, there is a church.";"A la derecha, hay una iglesia."
"To the left, there is a bank.";"A la izquierda, hay un banco."
"to turn off";"apagar"
"upon entering";"al entrar"
"to imagine";"imaginar"
"to smile";"sonreír"
"the atmosphere";"el ambiente"
"the host, the hostess";"el anfitrión, la anfitriona"
"the snack";"el bocadillo"
"the bottle";"la botella"
"the breeze";"la brisa"
"the acquaintance";"la conocida"
"the appetizer";"el entremés"
"the guest";"el invitado"
"the words [of a song]";"la letra"
"the couple";"la pareja"
"the soda";"la soda, la gaseosa"
"the candle";"la vela"
"the closet, the wardrobe";"el vestuario"
"about [prep]";"acerca de"
"on top of";"encima de"
"the wrong hour";"la hora equivocada"
"with themselves";"consigo"
"loudly";"en alto volumen"
