word;answer
She surprises her brother with a visit.;[Ella] sorprende a su hermano con una visita.
We knit scarves for winter.;[Nosotros] tejemos bufandas para el invierno.
You learn quickly. [pl, formal];[Ustedes] aprenden rápido.
They sell books at the fair.;[Ellos] venden libros en la feria.
I respond to your message.;[Yo] respondo tu mensaje.
You live near the park. [sing, inf];[Tú] vives cerca del parque.
He opens the window to get fresh air.;[Él] abre la ventana para tomar aire fresco.
We write notes during the meeting.;[Nosotros] escribimos notas durante la reunión.
They receive many visitors.;[Ellos] reciben muchos visitantes.
I decide what to cook tonight.;[Yo] decido qué cocinar esta noche.
You allow pets in your house. [sing, formal];[Usted] permite mascotas en su casa.
She attends every class.;[Ella] asiste a cada clase.
We share our lunch with friends.;[Nosotros] compartimos nuestro almuerzo con amigos.
You go up the stairs slowly. [pl, formal];[Ustedes] suben las escaleras despacio.
They describe the scene in detail.;[Ellos] describen la escena con detalle.
I insist on finishing this today.;[Yo] insisto en terminar esto hoy.
You exist in my favorite memories. [sing, inf];[Tú] existes en mis recuerdos favoritos.
He admits his mistake.;[Él] admite su error.
We cover the table before eating.;[Nosotros] cubrimos la mesa antes de comer.
They unite their efforts for the project.;[Ellos] unen sus esfuerzos para el proyecto.
I print the report for the meeting.;[Yo] imprimo el informe para la reunión.
You distribute the materials. [pl, formal];[Ustedes] reparten los materiales.
She suffers from allergies in spring.;[Ella] sufre de alergias en primavera.
We discuss the plan carefully.;[Nosotros] discutimos el plan con cuidado.
You allow this change. [sing, inf];[Tú] permites este cambio.
I speak with my coworkers every morning.;[Yo] hablo con mis compañeros cada mañana.
You walk along the beach at sunset. [sing, inf];[Tú] caminas por la playa al atardecer.
They study together for the exam.;[Ellos] estudian juntos para el examen.
You work late on Fridays. [pl, formal];[Ustedes] trabajan tarde los viernes.
We call our relatives on holidays.;[Nosotros] llamamos a nuestros familiares en los días festivos.
He drinks coffee before meetings.;[Él] toma café antes de las reuniones.
She watches the children after school.;[Ella] mira a los niños después de la escuela.
I buy fruit at the local market.;[Yo] compro fruta en el mercado local.
You cook very tasty meals. [sing, formal];[Usted] cocina comidas muy sabrosas.
They clean their rooms before guests arrive.;[Ellos] limpian sus cuartos antes de que lleguen invitados.
You help your team finish the project. [pl, formal];[Ustedes] ayudan a su equipo a terminar el proyecto.
We use this software every day.;[Nosotros] usamos este software todos los días.
I pay for the tickets online.;[Yo] pago los boletos en línea.
You visit the museum often. [sing, inf];[Tú] visitas el museo a menudo.
She waits patiently in the lobby.;[Ella] espera pacientemente en el vestíbulo.
They enter the stadium early.;[Ellos] entran al estadio temprano.
We carry the equipment to the car.;[Nosotros] llevamos el equipo al coche.
You need more time to prepare. [sing, formal];[Usted] necesita más tiempo para prepararse.
I ask for directions when I'm lost.;[Yo] pregunto por direcciones cuando estoy perdido.
She travels for conferences frequently.;[Ella] viaja con frecuencia para conferencias.
We dance at every celebration.;[Nosotros] bailamos en cada celebración.
They jump over the small stream.;[Ellos] saltan sobre el arroyo pequeño.
I send the package this afternoon.;[Yo] mando el paquete esta tarde.
You change the schedule when necessary. [pl, formal];[Ustedes] cambian el horario cuando es necesario.
He answers all the questions politely.;[Él] contesta todas las preguntas con cortesía.
You eat lunch at your desk. [sing, inf];[Tú] comes el almuerzo en tu escritorio.
We drink lemonade on hot days.;[Nosotros] bebemos limonada en días calurosos.
They learn quickly in this environment.;[Ellos] aprenden rápido en este entorno.
I understand your point clearly.;[Yo] comprendo tu punto claramente.
You sell handmade jewelry. [sing, formal];[Usted] vende joyería hecha a mano.
She responds to every message.;[Ella] responde a cada mensaje.
We run together on weekends.;[Nosotros] corremos juntos los fines de semana.
They read stories to the children.;[Ellos] leen cuentos a los niños.
I believe in your idea.;[Yo] creo en tu idea.
You promise to help tomorrow. [sing, inf];[Tú] prometes ayudar mañana.
They should review the material again.;[Ellos] deben repasar el material otra vez.
We possess all the necessary tools.;[Nosotros] poseemos todas las herramientas necesarias.
I fear deep water.;[Yo] temo al agua profunda.
You put the groceries on the counter. [pl, formal];[Ustedes] meten las compras en el mostrador.
She sweeps the kitchen floor.;[Ella] barre el piso de la cocina.
We break the bread to share it.;[Nosotros] rompemos el pan para compartirlo.
They hide the surprise in the garage.;[Ellos] esconden la sorpresa en el garaje.
You surprise your coworkers with gifts. [sing, formal];[Usted] sorprende a sus compañeros con regalos.
I knit a blanket for winter.;[Yo] tejo una manta para el invierno.
She learns new vocabulary every day.;[Ella] aprende vocabulario nuevo cada día.
We sell lemonade at the fundraiser.;[Nosotros] vendemos limonada en la recaudación.
They respond with enthusiasm.;[Ellos] responden con entusiasmo.
You live with your cousins. [pl, formal];[Ustedes] viven con sus primos.
We open the store at nine.;[Nosotros] abrimos la tienda a las nueve.
You write beautifully. [sing, inf];[Tú] escribes muy bonito.
They receive updates every week.;[Ellos] reciben actualizaciones cada semana.
She decides what movie to watch.;[Ella] decide qué película ver.
We allow comments on the website.;[Nosotros] permitimos comentarios en el sitio web.
I attend every meeting.;[Yo] asisto a cada reunión.
You share your notes with the class. [sing, formal];[Usted] comparte sus notas con la clase.
They go up the hill slowly.;[Ellos] suben la colina despacio.
I describe the situation clearly.;[Yo] describo la situación claramente.
You insist on doing it yourself. [pl, formal];[Ustedes] insisten en hacerlo ustedes mismos.
She exists in every memory I cherish.;[Ella] existe en cada recuerdo que valoro.
We admit our mistakes openly.;[Nosotros] admitimos nuestros errores abiertamente.
You cover the plants at night. [sing, inf];[Tú] cubres las plantas por la noche.
They unite their voices in the song.;[Ellos] unen sus voces en la canción.
We print the labels for the boxes.;[Nosotros] imprimimos las etiquetas para las cajas.
I distribute the flyers downtown.;[Yo] reparto los volantes en el centro.
You suffer from headaches sometimes. [sing, formal];[Usted] sufre de dolores de cabeza a veces.
They discuss the proposal thoroughly.;[Ellos] discuten la propuesta a fondo.
I allow myself a short break.;[Yo] permito un pequeño descanso.
